"","Gender","EthnicGroup","ParentEduc","TestPrep","ParentMaritalStatus","PracticeSport","IsFirstChild","NrSiblings","TransportMeans","WklyStudyHours","MathScore","ReadingScore","WritingScore","OverallScore"
"25479","female","Asiática","some college","completed","married","regularly",1,1,1,"> 10",86,87,92,88
"25480","male","Americana","bachelor's degree","none","married","sometimes",0,1,1,"> 10",70,73,67,70
"25481","female","Negra","associate's degree","none","divorced","sometimes",0,1,0,"< 5",55,76,71,67
"25483","male","Americana","high school","completed","married","sometimes",0,0,1,"5 - 10",58,62,59,60
"25486","female","Asiática","some high school","completed","married","regularly",1,1,1,"5 - 10",76,87,92,85
"25487","female","Asiática","some college","none","single","never",0,1,0,"> 10",64,64,70,66
"25491","female","Caucásica","master's degree","completed","married","sometimes",0,1,1,"5 - 10",83,87,96,89
"25493","female","Caucásica","some high school","none","widowed","sometimes",0,0,0,"> 10",65,70,67,67
"25494","male","Asiática","associate's degree","completed","divorced","sometimes",0,1,1,"5 - 10",87,89,85,87
"25496","female","Asiática","some high school","none","divorced","regularly",0,1,1,"> 10",50,54,57,54
"25499","male","Asiática","some high school","completed","divorced","sometimes",1,1,0,"< 5",80,76,69,75
"25500","male","Negra","some college","none","single","sometimes",0,1,0,"5 - 10",45,40,39,41
"25501","female","Hispana","associate's degree","none","single","sometimes",1,1,0,"> 10",51,55,63,56
"25502","male","Hispana","master's degree","completed","widowed","regularly",0,1,1,"5 - 10",82,84,82,83
"25503","female","Asiática","high school","none","married","never",0,1,0,"> 10",63,57,61,60
"25505","male","Asiática","high school","none","married","sometimes",1,1,0,"< 5",40,48,42,43
"25506","male","Negra","associate's degree","none","married","sometimes",1,1,1,"5 - 10",63,54,51,56
"25507","male","Asiática","high school","completed","married","sometimes",0,1,1,"> 10",96,92,90,93
"25508","female","Negra","some college","none","married","regularly",0,1,0,"5 - 10",22,40,35,32
"25509","female","Asiática","high school","none","single","regularly",1,1,0,"5 - 10",88,94,96,93
"25510","male","Asiática","some high school","none","married","sometimes",0,1,0,"5 - 10",89,83,73,82
"25516","male","Hispana","associate's degree","none","married","sometimes",0,1,0,"< 5",89,86,86,87
"25517","female","Hispana","associate's degree","none","married","regularly",0,1,1,"5 - 10",72,70,75,72
"25518","female","Asiática","some high school","none","divorced","regularly",0,1,1,"5 - 10",46,74,68,63
"25519","male","Hispana","some high school","completed","married","sometimes",0,1,1,"5 - 10",63,64,55,61
"25521","male","Hispana","some college","none","married","regularly",0,1,0,"< 5",71,63,57,64
"25522","male","Negra","associate's degree","completed","married","sometimes",1,1,1,"> 10",58,54,61,58
"25523","female","Negra","high school","none","divorced","sometimes",0,1,0,"< 5",49,55,51,52
"25524","female","Asiática","master's degree","none","single","sometimes",1,1,1,"5 - 10",69,90,86,82
"25526","male","Negra","some college","completed","single","regularly",1,1,1,"> 10",67,73,74,71
"25527","male","Negra","some high school","none","married","sometimes",0,0,0,"5 - 10",58,53,44,52
"25528","male","Caucásica","high school","none","married","sometimes",0,1,0,"5 - 10",64,48,50,54
"25530","female","Asiática","some college","none","married","sometimes",1,1,0,"> 10",58,66,66,63
"25533","female","Asiática","bachelor's degree","none","married","never",0,1,1,"< 5",61,73,71,68
"25536","female","Americana","bachelor's degree","none","single","sometimes",0,0,1,"> 10",52,63,58,58
"25537","male","Asiática","some high school","none","married","sometimes",0,0,0,"< 5",73,70,65,69
"25538","female","Negra","high school","none","divorced","regularly",0,1,0,"< 5",66,68,66,67
"25540","male","Asiática","some high school","none","married","sometimes",1,1,1,"5 - 10",68,65,62,65
"25544","male","Negra","master's degree","none","married","sometimes",0,1,0,"5 - 10",69,68,68,68
"25545","male","Asiática","associate's degree","none","single","never",0,1,1,"5 - 10",70,79,75,75
"25547","female","Hispana","some high school","none","married","never",0,1,0,"5 - 10",48,61,57,55
"25550","male","Caucásica","associate's degree","none","married","sometimes",1,1,0,"> 10",100,78,75,84
"25552","female","Caucásica","associate's degree","none","single","never",0,1,0,"> 10",66,74,66,69
"25553","female","Caucásica","some high school","completed","married","sometimes",0,1,1,"5 - 10",61,60,61,61
"25554","male","Asiática","high school","completed","single","sometimes",0,1,1,"< 5",31,30,31,31
"25555","female","Asiática","some college","none","married","sometimes",0,1,0,"5 - 10",39,57,53,50
"25559","male","Caucásica","high school","none","divorced","sometimes",0,1,0,"> 10",71,63,55,63
"25560","male","Americana","master's degree","none","single","regularly",0,1,0,"< 5",80,77,75,77
"25563","female","Asiática","some college","completed","married","never",1,1,0,"5 - 10",83,88,84,85
"25565","male","Hispana","some college","none","single","sometimes",0,1,1,"5 - 10",51,53,51,52
"25568","male","Asiática","some college","none","married","sometimes",0,1,0,"> 10",57,57,48,54
"25569","male","Asiática","high school","completed","divorced","sometimes",1,1,0,"> 10",48,52,53,51
"25570","male","Caucásica","high school","none","married","sometimes",0,0,1,"5 - 10",88,83,80,84
"25571","female","Hispana","some high school","none","married","regularly",1,1,0,"5 - 10",45,60,53,53
"25574","male","Negra","master's degree","completed","married","sometimes",1,1,0,"> 10",67,57,61,62
"25575","male","Negra","associate's degree","none","married","never",0,1,1,"5 - 10",54,49,45,49
"25576","female","Caucásica","associate's degree","none","single","regularly",0,1,0,"> 10",92,99,94,95
"25578","male","Hispana","some college","completed","married","sometimes",0,0,1,"5 - 10",76,78,77,77
"25580","male","Hispana","some high school","none","married","regularly",0,0,0,"5 - 10",65,64,69,66
"25581","female","Caucásica","some high school","completed","single","sometimes",1,1,1,"> 10",69,73,76,73
"25582","female","Asiática","some high school","completed","married","sometimes",0,1,0,"< 5",79,86,80,82
"25583","female","Negra","high school","completed","married","sometimes",1,1,1,"< 5",48,66,67,60
"25584","male","Hispana","some college","completed","single","sometimes",0,1,0,"5 - 10",71,75,73,73
"25585","female","Americana","some college","none","single","regularly",0,1,0,"5 - 10",45,59,60,55
"25586","male","Negra","associate's degree","none","married","sometimes",0,1,0,"5 - 10",76,72,77,75
"25588","female","Negra","associate's degree","completed","single","regularly",1,1,0,"< 5",64,78,81,74
"25589","male","Asiática","high school","none","married","sometimes",0,0,0,"< 5",65,52,47,55
"25590","male","Negra","high school","none","married","sometimes",1,1,0,"< 5",60,55,46,54
"25593","female","Hispana","associate's degree","completed","single","regularly",0,1,0,"> 10",46,58,66,57
"25594","female","Negra","some high school","completed","married","sometimes",0,1,0,"< 5",56,76,76,69
"25596","female","Negra","some college","completed","single","regularly",0,1,0,"5 - 10",77,83,85,82
"25597","male","Negra","some high school","none","married","never",0,1,1,"< 5",64,69,62,65
"25599","male","Asiática","master's degree","none","divorced","regularly",1,1,0,"< 5",70,60,63,64
"25600","male","Negra","master's degree","none","married","regularly",1,1,0,"5 - 10",76,75,73,75
"25603","female","Hispana","some college","none","married","sometimes",0,1,0,"5 - 10",68,64,75,69
"25604","female","Caucásica","high school","none","married","sometimes",0,1,1,"5 - 10",54,71,66,64
"25606","female","Caucásica","some high school","none","single","sometimes",1,1,0,"5 - 10",56,61,55,57
"25607","male","Asiática","some high school","none","married","sometimes",0,1,0,"5 - 10",53,73,63,63
"25608","female","Caucásica","some high school","completed","married","never",0,0,1,"< 5",86,84,88,86
"25609","male","Americana","some high school","none","married","regularly",1,1,0,"< 5",66,53,49,56
"25610","female","Asiática","high school","completed","married","sometimes",0,1,0,"5 - 10",61,71,74,69
"25611","male","Asiática","master's degree","none","married","regularly",0,1,1,"< 5",75,59,58,64
"25613","female","Caucásica","master's degree","completed","divorced","regularly",0,1,1,"> 10",80,85,87,84
"25614","male","Americana","high school","none","married","regularly",1,1,0,"5 - 10",76,76,64,72
"25616","male","Negra","bachelor's degree","none","married","regularly",0,1,0,"< 5",72,67,69,69
"25617","male","Hispana","associate's degree","none","married","regularly",0,1,0,"5 - 10",97,93,85,92
"25619","female","Americana","high school","none","married","regularly",1,1,1,"5 - 10",36,44,47,42
"25620","male","Asiática","some high school","none","married","regularly",0,1,0,"< 5",36,44,41,40
"25621","female","Asiática","some high school","none","divorced","never",0,1,0,"5 - 10",84,95,87,89
"25622","female","Asiática","bachelor's degree","completed","married","sometimes",0,1,0,"5 - 10",100,100,100,100
"25623","male","Americana","some college","none","married","regularly",0,0,1,"5 - 10",50,53,42,48
"25625","male","Negra","associate's degree","completed","single","regularly",0,1,1,"5 - 10",81,80,75,79
"25629","male","Hispana","associate's degree","none","married","never",0,1,0,"5 - 10",57,52,56,55
"25631","male","Asiática","bachelor's degree","completed","married","sometimes",1,1,0,"5 - 10",71,63,69,68
"25632","male","Hispana","associate's degree","completed","single","sometimes",0,0,0,"5 - 10",72,71,69,71
"25633","male","Hispana","bachelor's degree","none","single","never",1,1,0,"5 - 10",69,67,65,67
"25636","female","Negra","some college","none","divorced","regularly",0,1,0,"< 5",40,55,52,49
"25637","male","Asiática","some college","none","divorced","sometimes",0,1,0,"< 5",75,74,75,75
"25638","female","Hispana","some high school","none","married","sometimes",0,1,0,"5 - 10",34,46,43,41
"25639","female","Americana","high school","none","married","never",0,1,1,"> 10",59,77,74,70
"25640","male","Negra","associate's degree","completed","single","sometimes",0,1,0,"< 5",83,90,89,87
"25641","male","Asiática","bachelor's degree","completed","single","sometimes",0,1,1,"5 - 10",83,78,84,82
"25642","female","Americana","associate's degree","none","widowed","regularly",1,1,0,"5 - 10",64,66,67,66
"25644","male","Hispana","bachelor's degree","none","married","regularly",0,1,0,"< 5",92,82,84,86
"25645","female","Hispana","high school","completed","married","never",0,1,1,"5 - 10",60,74,77,70
"25646","female","Negra","high school","completed","married","regularly",1,1,1,"5 - 10",29,51,49,43
"25647","female","Hispana","some high school","completed","married","never",0,1,1,"5 - 10",39,56,48,48
"25648","female","Caucásica","some high school","none","married","regularly",0,1,0,"< 5",62,67,57,62
"25649","female","Hispana","some college","none","single","never",0,0,1,"5 - 10",35,51,53,46
"25652","female","Asiática","master's degree","none","married","regularly",0,0,0,"> 10",76,88,85,83
"25656","male","Americana","some college","none","married","regularly",0,1,0,"< 5",72,63,57,64
"25657","male","Americana","associate's degree","completed","married","sometimes",1,1,1,"5 - 10",77,85,82,81
"25660","female","Hispana","some college","none","married","regularly",1,1,1,"5 - 10",55,64,68,62
"25661","female","Hispana","bachelor's degree","completed","divorced","never",1,1,1,"5 - 10",80,84,85,83
"25663","male","Negra","associate's degree","completed","married","regularly",1,1,1,"5 - 10",81,83,83,82
"25664","male","Asiática","some high school","none","divorced","sometimes",0,1,1,"5 - 10",70,65,64,66
"25665","male","Americana","associate's degree","none","married","sometimes",0,1,0,"< 5",77,64,60,67
"25666","female","Caucásica","master's degree","none","single","sometimes",1,1,1,"5 - 10",74,82,81,79
"25668","female","Hispana","some high school","none","married","sometimes",1,1,0,"< 5",42,55,51,49
"25669","male","Americana","some high school","none","single","regularly",0,1,0,"5 - 10",75,63,58,65
"25670","male","Asiática","some college","completed","married","sometimes",0,1,0,"5 - 10",67,80,80,76
"25671","female","Negra","associate's degree","none","married","never",0,0,0,"> 10",53,58,51,54
"25672","male","Negra","master's degree","none","divorced","regularly",0,1,0,"< 5",71,71,62,68
"25674","male","Caucásica","bachelor's degree","none","married","regularly",1,1,0,"5 - 10",79,60,59,66
"25678","female","Negra","high school","none","single","never",1,1,0,"> 10",60,75,68,68
"25680","male","Asiática","high school","completed","married","sometimes",1,1,0,"> 10",48,52,49,50
"25682","female","Asiática","bachelor's degree","none","married","regularly",0,1,1,"5 - 10",71,87,88,82
"25683","male","Asiática","associate's degree","none","married","sometimes",1,1,0,"< 5",56,64,55,58
"25684","female","Hispana","associate's degree","none","single","sometimes",0,0,0,"5 - 10",67,72,69,69
"25685","female","Asiática","bachelor's degree","none","divorced","regularly",0,1,0,"5 - 10",39,52,52,48
"25693","female","Caucásica","associate's degree","none","married","regularly",0,1,0,"5 - 10",70,66,75,70
"25694","male","Americana","associate's degree","completed","married","sometimes",1,1,1,"5 - 10",45,41,36,41
